tag	error_id	error_type	error_layer	cx	cy	bucket20	x1	y1	x2	y2
Off-grid_M2_13_102	102	Off-grid	M2 (13)	242.805	275.056	240-260,260-280	242.7500	274.9500	242.8600	275.1620
Off-grid_VIA1_12_103	103	Off-grid	VIA1 (12)	241.133	268.368	240-260,260-280	241.1080	268.2670	241.1580	268.4690
Off-grid_M2_13_104	104	Off-grid	M2 (13)	241.133	268.368	240-260,260-280	241.0780	268.2620	241.1880	268.4740
Off-grid_VIA1_12_105	105	Off-grid	VIA1 (12)	297.069	266.392	280-300,260-280	297.0440	266.2910	297.0940	266.4930
Off-grid_M2_13_106	106	Off-grid	M2 (13)	297.069	266.392	280-300,260-280	297.0140	266.2860	297.1240	266.4980
Off-grid_VIA1_12_107	107	Off-grid	VIA1 (12)	237.789	281.744	220-240,280-300	237.7640	281.6430	237.8140	281.8450
Off-grid_M2_13_108	108	Off-grid	M2 (13)	237.789	281.744	220-240,280-300	237.7340	281.6380	237.8440	281.8500
Diff_net_spacing_M1_11_29	29	Diff net spacing	M1 (11)	260.616	95.446	260-280,080-100	260.5110	95.4200	260.7210	95.4720
Diff_net_spacing_M1_11_85	85	Diff net spacing	M1 (11)	259.484	225.808	240-260,220-240	259.4470	225.7280	259.5210	225.8880
Diff_net_spacing_M2_13_86	86	Diff net spacing	M2 (13)	259.566	225.732	240-260,220-240	259.4940	225.6970	259.6380	225.7670
Diff_net_spacing_M1_11_89	89	Diff net spacing	M1 (11)	259.484	232.192	240-260,220-240	259.4470	232.1120	259.5210	232.2720
Diff_net_spacing_M2_13_90	90	Diff net spacing	M2 (13)	259.566	232.268	240-260,220-240	259.4940	232.2330	259.6380	232.3030
Short_M1_11_109	109	Short	M1 (11)	300.744	302.568	300-320,300-320	300.6690	302.4880	300.8190	302.6480
